user_id,username,name,sex,address,mail,birthdate,country,job,phone_number,date
Z302129459,yyi,周懿,M,681 永康縣西門路142號之4,yelei@yahoo.com,1955-01-17,巴林,人力資源主管,(00) 21706833,2007-07-05
C866305750,huangchao,任鈺婷,F,272 台南建國巷824號9樓,hkong@yahoo.com,2018-07-06,蘇丹,升學補習班老師,00-2690789,2013-03-23
M026003808,qiang26,張威廷,M,250 台東新生路409號之0,duguiying@yahoo.com,1924-04-30,波蘭,活動企劃人員,06 4381672,2014-06-06
W054814300,mmo,陳雅玲,M,168 馬公縣中和路636號8樓,yang91@yahoo.com,2016-07-27,安圭拉,藝術品／珠寶鑑價／拍賣顧問,01 6030492,2008-08-05
G201541582,zhangjuan,張怡君,M,69706 員林縣勝利路740號之7,leiliu@gmail.com,1980-03-29,敘利亞,不動產／商場開發人員,08-79053554,2008-05-18
K634955941,cuijing,陳雅萍,M,319 八德博愛街361號1樓,yanlei@yahoo.com,1936-03-03,哥斯大黎加,總務主管,05-76955176,1980-02-06
P071273210,xiuying86,許欣怡,M,87335 永康市中興巷8號之4,zengyang@hotmail.com,1916-11-30,蘇丹,多媒體動畫設計師,00-5736902,1993-05-19
T501196365,xiuying45,張佳玲,F,179 斗六市關渡街31號3樓,xiuying58@yahoo.com,1940-01-05,科克群島,氣象研究員,08-3629504,2015-06-15
W007222180,hxiong,劉佳玲,M,16268 蘆竹市和平街5段2號之5,mtao@yahoo.com,1930-05-07,俄羅斯,資料庫管理人員,(05) 37382782,1990-03-29
R410270256,jing89,楊佳玲,F,64748 平鎮廣慈街2號3樓,gangluo@yahoo.com,1976-04-28,亞塞拜然,汽車／機車技術維修人員,04-1000623,1986-11-25
U860521236,nfang,陳惠如,M,59722 彰化大同街8號之9,tkang@hotmail.com,1908-04-09,瑞士,節目製作人員,09-79730981,1998-09-28
X169616945,mayang,魏淑芬,M,34564 光復市東湖路405號0樓,chao69@gmail.com,1994-05-30,貝南,美髮工作者,0984-933953,1984-04-27
T823829006,hcai,馬婉婷,F,959 新營縣和平路6段423號7樓,minhu@gmail.com,2015-10-29,以色列,營建構造工,09 8002948,2009-11-28
C156040131,leitang,林淑芬,M,103 台東市新店巷1號9樓,qiangyi@yahoo.com,1985-06-28,海地,教育訓練人員,02 9714323,1999-06-04
I031582979,mzheng,覃瑋婷,F,963 永康市中和路597號之4,chao86@yahoo.com,1989-07-26,匈牙利,美療／芳療師,07 3421682,2003-02-24
Q377478567,qiang38,韓中山,F,670 嘉義縣三民巷6號之5,qchen@yahoo.com,1930-11-19,斯里蘭卡,美術設計,09-48736804,2002-06-10
G669232153,lei51,王怡君,F,97467 朴子昆陽巷68號5樓,qiuxiuying@gmail.com,1944-04-27,瓜地馬拉,產品行銷人員,05-18693425,2003-06-28
S491225060,jlong,陳靜怡,F,35087 臺東市淡水街7段642號2樓,minghu@yahoo.com,1930-11-04,哥倫比亞,量測／儀校人員,01 1792848,2021-05-05
D694034567,minyu,葉宇軒,F,472 三重東湖巷660號2樓,junwei@yahoo.com,1973-07-18,紐西蘭,電機設備裝配員,00-61842470,1994-01-27
N163685094,qiang71,文宜君,M,770 褒忠新店路12號之0,yanshen@hotmail.com,1976-04-28,波札那,特用化學工程師,0932-973820,1997-03-31
V693769514,yang82,黃佳蓉,F,599 永和平和街3號9樓,fang93@gmail.com,1979-10-13,馬來西亞,大樓管理員,03 4935955,2015-01-28
R603841070,yanwan,羅淑華,M,848 關山芝山街31號之5,fangfeng@yahoo.com,1994-05-03,韓國,醫事放射師,(05) 63417042,1978-04-19
P075602195,xialiang,鄒傑克,F,964 鳳山松山路2號之9,jie77@yahoo.com,1930-03-13,沙烏地阿拉伯,通路開發人員,(08) 66548701,2001-12-25
Z383816776,yang39,劉哲瑋,M,93076 台中蘆洲巷8號之0,chao51@yahoo.com,1974-02-26,埃及,資料輸入人員,0950-600790,2012-08-01
L155358159,iyan,唐志豪,F,92659 橫山芝山街5號0樓,tao39@yahoo.com,1961-05-08,喬治亞,油漆工,07-80537506,2013-05-09
K474400452,gyu,郭惠雯,F,377 澎湖縣蘆洲路912號5樓,li50@yahoo.com,1935-09-17,海地,復建技術師,0964-993900,2015-10-11
E879141078,min03,白美玲,M,908 桃園縣中和路72號之6,jingfang@hotmail.com,1940-04-24,查德,CNC電腦程式編排人員,0906554308,2008-11-06
G546311327,xiuying01,蔡淑芬,M,32117 台北古亭路9段546號之6,ohu@yahoo.com,1993-03-18,瓜地馬拉,硬體研發工程師,(06) 53090379,1999-12-20
I115164353,edu,閻宜君,F,616 新竹縣文昌路2段206號2樓,juan57@yahoo.com,1975-02-05,茅利塔尼亞,SMT工程師,(03) 34253461,1984-04-03
E592246199,hanqiang,黃鈺婷,F,95183 澎湖縣府中巷1號7樓,zhaoxiulan@yahoo.com,1928-11-24,哥斯大黎加,資訊設備管制人員,0989-758250,2003-06-29
W899153182,ffan,曾羽,M,95336 彰化市育英街6號9樓,guiyingxiang@hotmail.com,1975-06-30,史瓦濟蘭,電源工程師,024 24380064,2011-11-18
I918325641,zhengli,舒雅芳,M,224 梅山民權街244號之2,houtao@yahoo.com,1978-02-27,斯洛維尼亞,調音技術員,0930522361,2002-08-20
Z333039225,gang57,黃宇軒,M,52929 古坑忠孝巷230號之2,uxiao@gmail.com,1906-03-11,摩爾多瓦,放射性設備使用技術員,03-6728784,2019-01-04
L081183091,uluo,彭志宏,M,161 台南縣大仁街2段4號之6,ogu@hotmail.com,2009-09-16,斯洛伐克,通路開發人員,028 36096538,1982-06-12
J967218027,taoxiang,張龍,M,774 南投博愛路26號2樓,jie51@hotmail.com,1990-12-17,貝南,美甲彩繪師,06 4253414,1987-12-06
O256472167,li86,葉雅雯,F,60048 澎湖市永寧街5段37號之2,nyuan@hotmail.com,1933-07-29,約旦,文編／校對／文字工作者,037 63841744,2008-05-09
D445663698,cyan,鄧俊賢,M,63063 彰化華興街2段996號之9,cuixiulan@yahoo.com,1973-09-21,喬治亞,OP／旅行社人員,09 6587538,1973-09-26
H582261330,xieyan,李家瑜,F,900 豐原新生街7段50號之2,xiaqiu@yahoo.com,1910-04-13,巴哈馬,機電技師／工程師,01-72442320,1992-08-09
I057164397,gaofang,丁彥廷,F,924 嘉義四維街2號之3,juan55@gmail.com,2005-07-17,巴基斯坦,數學研究員,0960723532,1982-09-29
O302874163,zqiu,丁靜宜,F,75581 竹田博愛路8號之7,chao87@yahoo.com,1928-08-15,巴林,類比IC設計工程師,0977-977135,1995-06-11
P695074375,hanchao,張怡安,M,60316 新營市小碧潭巷3號之7,xiulancui@gmail.com,1917-09-19,塞內加爾,醫事放射師,04 1641720,1992-09-27
N648581830,majuan,曹嘉玲,F,662 蘆竹延平路3號之9,chenxia@hotmail.com,2020-10-10,中非共和國,塑膠射出技術人員,071 54906828,1996-06-08
L156481845,li80,姜傑克,M,58567 苗栗縣象山路1段5號之2,chaobai@gmail.com,1943-01-17,哥斯大黎加,生管助理,(04) 29321560,1988-07-13
K540697881,taoqiu,郭怡如,F,70755 桃園市民富巷38號之0,mintang@hotmail.com,1906-12-12,巴哈馬,中等學校教師,08 3659359,2016-11-28
R050497358,wei63,蔣志偉,F,439 斗六縣新興路199號1樓,leizheng@gmail.com,1976-02-02,汶萊,泥水工,0906-203797,1978-12-27
S937390158,zhouyan,駱淑惠,M,95812 新竹縣公園街6段8號8樓,huangtao@gmail.com,1970-06-19,巴拿馬,資訊助理人員,0904-911444,1984-08-18
P545727974,mingzeng,孟飛,M,49164 新營劍潭巷3號1樓,gliang@yahoo.com,1954-11-20,巴拿馬,公共衛生醫師,03 2358354,1996-07-28
B534331020,lilu,張傑克,F,930 台北廣慈巷8段190號0樓,hefang@gmail.com,1940-06-01,以色列,行銷企劃人員,(02) 23134017,1981-05-24
O184400957,dhao,王宇軒,M,905 新北縣西門路68號7樓,hefang@hotmail.com,1948-10-28,直布羅陀,土木技師／土木工程師,04 8919682,1999-06-24
T521792343,heguiying,李佳樺,F,24665 屏東市建國路73號5樓,xchang@hotmail.com,1969-10-29,保加利亞,展場／櫥窗佈置人員,001 14977130,2016-09-15
X237921548,tpan,朱怡君,M,58006 牡丹縣興路5號之2,zoulei@yahoo.com,1953-01-20,摩爾多瓦,舞蹈指導與舞蹈家,076 93101586,1992-02-28
R235085530,dyi,杜佳樺,F,241 嘉義水源街71號4樓,bye@gmail.com,1954-07-24,塞浦路斯,導遊,0959334633,2018-10-11
R833649186,yong83,臧哲瑋,M,96370 馬公昆陽巷606號之7,hlai@yahoo.com,2018-09-02,巴西,物理治療師,0964-282583,2007-06-30
Z592937302,pengjuan,任威廷,F,70605 竹北市自由巷2段628號之7,xpan@gmail.com,1938-08-07,巴西,CNC機台操作人員,0909-508361,1971-10-26
C960746419,majie,尹宗翰,F,503 新營民有街3號8樓,mingxu@gmail.com,1985-09-02,中國大陸,品管／品保工程師,0942-695618,1987-11-25
M970170444,ojia,雷鈺婷,F,15194 關山中山路156號之8,ping13@hotmail.com,1944-01-23,維德角島,機械裝配員,07 2253042,2013-06-15
T041040366,chenglei,劉雅涵,F,61003 台中淡水街2號之2,leixia@gmail.com,1925-06-30,盧安達,樂器製造員,0909-684744,2007-10-14
H592733479,jing41,劉家銘,M,307 金門市育英街1號5樓,wangxia@gmail.com,1911-12-07,捷克,攝影師,0993-003378,1987-02-15
W263012703,fenglei,寧柏翰,M,686 臺中三民巷576號之6,xialiang@hotmail.com,1909-01-15,賴索托,按摩／推拿師,(07) 80710533,1979-02-02
G973120578,chao89,謝信宏,M,69195 中壢市仁愛巷22號0樓,lei86@gmail.com,1923-06-02,百慕達,機械加工技術人員,005 89344906,1993-06-21
M927101646,guiying90,韓飛,M,69614 草屯市長安路855號之1,jie74@hotmail.com,1920-06-01,厄利垂亞,雷射操作技術員,06-3688925,1974-08-18
D278371982,lren,康鈺婷,M,309 澎湖市古亭路98號1樓,lxu@yahoo.com,1956-10-01,阿爾及利亞,清潔工,07-65081725,2008-03-20
N410183348,xia69,趙佳穎,F,750 板橋市自強巷56號5樓,taofang@hotmail.com,2018-03-26,突尼西亞,電機工程技術員,025 14467129,1988-03-15
A365128306,leiwan,李惠婷,F,717 八德小碧潭路75號1樓,jiewan@hotmail.com,1916-03-12,加拿大,織品設計,023 32949147,1986-01-30
F460913455,yong94,劉家銘,F,13042 蘆洲縣石牌巷3段1號6樓,houming@hotmail.com,1977-06-22,衣索匹亞,物管／資材,01 4006933,2000-04-13
C829849218,echen,韓淑華,M,122 太平新生巷7段731號之1,tdu@yahoo.com,1973-11-18,蒙古,產品售後技術服務,0928-525177,2011-07-21
Y135935435,jieqin,王雅涵,M,252 平鎮市光復街76號4樓,kongguiying@gmail.com,2004-02-28,坦尚尼亞,品管／品保主管,(06) 85139740,1999-02-19
A269051193,jun56,敖心怡,F,812 斗六民享巷506號7樓,yang33@hotmail.com,1998-06-14,澳門,電信及電力線路架設工,0988396056,2005-03-24
X428653089,yan82,郭庭瑋,M,53215 宜蘭東興巷304號6樓,tzhu@hotmail.com,2013-07-31,瑞士,電子工程師,(06) 43859860,1992-02-10
C389059953,yuangang,朱雅婷,M,15017 板橋民治路502號之6,juanzhu@gmail.com,1946-10-04,法屬玻里尼西亞,數學研究員,07 8087363,1985-04-20
H725151468,juan74,楊惠如,M,20593 汐止福德路94號之0,zhongjie@hotmail.com,1921-02-14,孟加拉,電腦組裝／測試,047 69991742,1970-05-09
U809540016,junwen,馮佳慧,F,267 楊梅市龍山寺街730號3樓,hwen@gmail.com,1909-06-23,加拿大,特殊工程師,0971-091235,1981-04-16
Q804851569,jingdu,匡淑惠,F,67912 永和新埔巷377號之0,kgu@gmail.com,2018-07-31,斯洛維尼亞,品牌宣傳及媒體公關,09 8592963,2020-04-19
G247413315,mingyu,安宇軒,F,408 桃園市水源路85號之3,suyang@gmail.com,1906-02-18,沙烏地阿拉伯,券商後線人員,0953-617235,1985-08-14
Y577818141,juanzhong,郭宜庭,M,987 彰化市民治街6號之5,lei67@gmail.com,1921-07-01,巴拿馬,日文翻譯／口譯人員,030 49029440,1996-08-11
H928492912,xiashao,蕭靜宜,M,205 桃園勝利路62號之1,fanfang@yahoo.com,1972-03-16,貝里斯,空服員,03-58734972,1989-12-25
P379101627,xiuying41,林宜君,M,80969 苗栗象山路2段29號3樓,guiying37@gmail.com,1908-03-11,義大利,勞工安全衛生管理人員,(09) 67846502,2015-01-02
L290696385,caona,明怡婷,F,551 台中市小碧潭路2號之8,li13@yahoo.com,1953-08-08,馬達加斯加,泥水小工,0987-737380,2013-09-18
C999960709,liujun,姚佩君,M,850 牡丹市迴龍路9號1樓,gchen@gmail.com,1936-01-18,捷克,半導體製程工程師,0976-401131,1978-06-03
R090216330,fangli,張詩婷,F,73581 梅山新生巷1段20號之1,duguiying@yahoo.com,1967-11-28,印尼,模特兒,0911-682049,1992-03-09
Y875168714,zhuming,藍俊賢,F,22620 台東自由街80號7樓,hetao@yahoo.com,1934-02-28,亞塞拜然,室內設計／裝潢人員,(05) 59673635,2014-03-11
P659838515,xiulan91,石淑華,F,816 宜蘭市東興路4號3樓,yqiao@hotmail.com,2018-01-26,瑞士,資材主管,07 6619912,2008-06-11
B869024217,yangtao,李雅筑,M,168 新竹士林街2號之1,chaojia@gmail.com,2018-05-06,烏干達,珠心算老師,0970-758493,1976-10-07
G829711803,jiejia,艾筱涵,M,334 宜蘭博愛路855號之0,yangluo@gmail.com,2021-05-02,蘇丹,商業設計,0927-987997,2009-09-20
F855729387,lxu,劉志豪,M,173 北港市北投街2號1樓,tcao@hotmail.com,1982-10-31,波希尼亞及赫塞哥維那,醫藥研發人員,0991-019732,2020-10-04
K490052308,cuixia,張俊傑,F,852 板橋五福巷983號之2,fwang@gmail.com,1955-12-03,阿根廷,心理學研究人員,0906-849211,1981-09-06
B737534770,min32,羅雅琪,F,775 竹北興路3號3樓,guiyingyi@hotmail.com,2016-02-11,白俄羅斯,銀行辦事員,03 8741264,1974-01-29
I475961311,taofeng,孫靜宜,F,712 平鎮福安路8號之6,jiexie@yahoo.com,1947-04-21,厄利垂亞,音樂家,09 6184090,1978-07-15
X046298985,dingxiulan,李雅琪,M,197 台中國凱八德街79號之4,weisun@gmail.com,1953-01-07,多明尼加,攝影助理,08-53374436,1987-02-14
M053640535,yanwang,閻冠霖,F,80279 蘆洲成功巷421號1樓,taoxie@hotmail.com,2008-04-30,波蘭,獸醫師,03-85142588,2008-10-18
S018319888,zhuping,王美玲,M,226 平鎮五福路172號9樓,xialong@hotmail.com,1944-06-24,克羅埃西亞,餐飲服務生,05 7704356,1973-07-12
W483294654,xiulancao,朱靜怡,F,82567 梅山縣紅樹林街557號9樓,xiulanyuan@hotmail.com,1933-08-09,波札那,日式廚師,0973-674282,1996-12-18
D445517556,min46,魏佩珊,M,563 光復新北投街4段43號8樓,gjia@yahoo.com,1926-04-18,阿路巴,作曲家,01-57521250,1978-09-10
X918016024,dongming,李靜宜,M,849 三重小碧潭街6號6樓,guiyinghu@hotmail.com,1948-02-18,馬拉威,麻醉醫師,04-6152641,1973-10-18
L748987723,chao07,謝淑惠,M,19987 桃園福德街2段96號之3,gjin@yahoo.com,1968-07-10,剛果,助理教授,(01) 84848625,1989-04-06
O548350547,ming69,陳淑慧,F,504 北港市新生巷4號6樓,nahan@hotmail.com,2020-10-25,愛沙尼亞,泥水工,045 17751505,2000-06-18
Y134797015,fpeng,張淑玲,F,78128 蘆竹縣中山街2段76號4樓,odai@yahoo.com,1926-09-09,西班牙,生產技術／製程工程師,0941-068018,2006-09-04
L154920688,konggang,鄭雅筑,F,326 永和市平和巷5號9樓,xiuyingwang@yahoo.com,1987-04-21,瓜地馬拉,樂器製造員,02 5297604,2005-10-17
X585945913,zengjun,王怡安,F,85438 南投新莊巷7號8樓,owen@gmail.com,1962-04-03,巴哈馬,精密儀器製造工,0921868638,2009-03-13
K171858968,yan85,唐羽,M,649 頭份市大坪路8號之9,minzhong@hotmail.com,1939-01-16,克羅埃西亞,志工人員,08-88036633,1970-09-30
X340965794,ligong,王雅琪,F,52750 員林縣和平路6號之1,yyao@gmail.com,1959-09-12,依朗,採購助理,0945927278,2017-08-26
U139297785,jing78,張彥廷,F,175 台中縣古亭街357號之2,wujun@hotmail.com,1987-09-27,馬來西亞,多媒體開發主管,07-8913836,2008-11-26
T078824301,lei18,田馨儀,M,13399 澎湖育英路66號之9,tyuan@gmail.com,1933-10-14,約旦,MIS／網管主管,08-4670445,1983-09-27
E804937800,yongmao,郭婉婷,F,267 鳳山縣光華街41號之2,lei41@gmail.com,1928-03-06,辛巴威,設計助理,03-33213741,1972-10-27
O604542764,qiaoyang,戴郁雯,F,921 屏東縣中山巷50號之9,jiangyan@yahoo.com,1919-06-09,蘇利南,汽車銷售人員,02-5236520,1994-03-13
S674214556,ezheng,孫志宏,M,23635 汐止市復興街2段8號4樓,laigang@yahoo.com,1976-10-01,西班牙,太陽能技術工程師,08 9013399,1997-05-02
B251951038,ohu,李羽,M,842 員林學府街912號之3,na43@hotmail.com,1956-08-18,愛爾蘭,美甲彩繪師,01-30740690,2005-09-04
M939476205,fangxue,張淑娟,M,63376 高雄莒光街105號之4,yiyan@gmail.com,1914-09-13,中國大陸,行銷企劃主管,05 7440239,1986-03-25
G882068168,ydu,王思穎,M,683 南投縣民權街83號之7,vzheng@gmail.com,1944-03-11,卡達,專案業務主管,(03) 42921617,2006-07-04
B208120395,chao71,堯俊宏,M,489 北斗民治路3號之8,daimin@hotmail.com,2016-10-15,尼日,西點／蛋糕師,0956507825,2002-01-16
Y909505995,xiuyingdeng,譚雅琪,F,88669 屏東關渡路531號之4,yanzeng@gmail.com,1943-10-11,喬治亞,IC佈局工程師,01-19378397,2008-11-10
O925358739,chenmin,黃宜君,M,628 橫山市文化巷2號之3,na36@hotmail.com,1943-07-13,約旦,放射性設備使用技術員,(07) 37673955,2000-10-27
U930761614,xuejing,黃傑克,M,40173 雲林蘆洲路9號0樓,rma@gmail.com,2012-12-09,貝南,土地開發人員,0951267538,2003-03-28
E239861473,caoxiuying,沈建宏,F,54414 三重市奇岩路199號之3,yiyan@yahoo.com,1948-07-29,緬甸,舞蹈指導與舞蹈家,0924-455831,2012-12-10
S082155116,clai,孔雅萍,M,598 新竹新生路5號5樓,shenwei@yahoo.com,1955-10-10,聖多美及普林西比,水保工程師,06-3389326,2006-09-03
K865869609,caojing,唐淑貞,F,82921 朴子和街街2號7樓,jing13@gmail.com,1987-07-07,馬拉威,資訊專業人員,00-32438491,1978-09-30
X032573500,fangdeng,張承翰,M,508 新營市新生巷77號之7,xhou@gmail.com,1975-01-05,西薩摩亞,林木伐運工作者,0983-775121,1992-04-30
W373732140,yyu,王鈺婷,F,941 宜蘭中正巷4段48號之4,hujie@yahoo.com,1919-10-13,瑞典,硬體工程研發主管,0948-917194,2018-09-01
T733818023,fuli,秦志豪,M,223 台南市民有巷284號之7,zhuxiuying@yahoo.com,1942-02-09,波札那,音樂家,08 5164548,1998-09-25
K864857665,ycheng,宋美琪,M,469 褒忠自立巷3段55號之5,kshen@gmail.com,1946-11-22,瓜地馬拉,CNC電腦程式編排人員,0926-859669,1997-05-14
I940457545,tanjing,楊雅慧,M,259 新營市忠義巷88號之0,zhangyan@hotmail.com,2013-11-15,斯洛維尼亞,一般動物飼育工作者,08-3055063,1985-01-19
Q308246471,chao88,何佳穎,M,48800 台中北投巷29號3樓,mzhou@hotmail.com,1909-07-01,孟加拉,材料研發人員,02-8208905,2018-01-19
D517304902,zqiu,範惠婷,M,11032 楊梅大同巷88號6樓,juan36@yahoo.com,1960-05-28,加彭,藥師,(08) 87804670,2003-12-22
A386776833,jing30,王依婷,F,36805 竹北市太平路3號3樓,haojing@yahoo.com,1909-06-07,茅利塔尼亞,職能治療師,(02) 80413826,1996-01-10
X971302667,nye,徐羽,M,96744 梅山延平路8號3樓,btao@yahoo.com,1947-10-07,埃及,電玩程式設計師,(00) 28965534,2014-06-02
D714988147,qiujuan,秦怡伶,M,85252 臺東福安街8段9號之7,chengguiying@hotmail.com,1995-10-31,柬埔寨,品牌宣傳及媒體公關,02-2480068,1980-12-26
D661187105,xia94,黃宜君,M,106 中壢南巷6號9樓,guiyingcui@gmail.com,1976-05-23,馬利,醫療人員,06-79608265,1997-07-24
L172775415,kyang,梁飛,F,46261 三重龍山寺街1段33號之1,juanchang@hotmail.com,1961-05-20,多明尼加,類比IC設計工程師,05-2470542,1989-06-04
P686664084,qinyan,張雅涵,M,918 竹北民享巷922號之4,wanping@gmail.com,1940-05-01,不丹,特用化學工程師,(05) 56863935,2013-05-01
P475373536,adeng,郭惠婷,F,87129 桃園建國巷741號之1,wyi@hotmail.com,1934-07-31,巴哈馬,文編／校對／文字工作者,(06) 35305034,2017-04-29
V189160070,yong58,宋佳穎,M,38513 新營市石牌巷52號之7,junzhu@gmail.com,1988-06-17,斯里蘭卡,連鎖店管理人員,08-51854962,2013-03-26
E786052537,kqiu,蕭琬婷,F,95068 北斗文化巷9段643號9樓,xlei@hotmail.com,2016-12-05,韓國,包裝設計,02-1258840,1999-03-26
W380114472,leihao,程雅萍,M,99419 臺中縣成功巷7號0樓,guiying77@gmail.com,1992-03-28,象牙海岸,保全技術人員,0951-507053,2016-03-24
N241334398,fcui,田雅文,F,61237 古坑縣國凱八德街1號之3,guiyingtan@yahoo.com,2018-05-08,白俄羅斯,水電工程師,0920079408,1987-03-17
I705774260,lilu,趙琬婷,F,88796 蘆洲復興路7號4樓,gkang@hotmail.com,1974-06-19,不丹,顧問人員,048 28279887,2006-10-29
P448183090,bliao,張雅惠,M,254 楊梅縣博愛巷85號2樓,jie90@gmail.com,1948-01-06,波希尼亞及赫塞哥維那,圖書資料管理人員,076 71197672,1978-12-30
W963885422,minzhang,張雅婷,F,85319 三重市光復巷71號5樓,leiyi@hotmail.com,1945-05-20,以色列,小貨車司機,05-54057692,1971-08-27
K719140163,minjin,姜淑貞,M,497 草屯德巷3段94號之7,pinglin@gmail.com,1961-03-14,依朗,音樂老師,04-2258225,1971-10-22
G503264540,bqian,劉雅筑,M,68000 台南市東湖路4號之3,jinxiulan@gmail.com,2002-09-22,蓋亞那,化工化學工程師,0972401423,1988-07-21
O233900892,litan,蒲思穎,F,67995 宜蘭縣中央路573號之4,zhouping@yahoo.com,1970-08-07,俄羅斯,獸醫師,0992264647,2008-09-15
Z062311788,fengming,詹琬婷,M,15555 花蓮迴龍路4段404號之0,min36@gmail.com,1987-03-23,卡達,農藝作物栽培工作者,060 71556848,2010-02-14
T356843043,li96,範慧君,F,316 卑南文山街23號8樓,tanjie@gmail.com,1954-11-15,依朗,醫藥研發人員,0940335908,2012-07-22
M322812032,guiyingwen,田雅筑,F,656 北港博愛街7段899號2樓,juanyu@hotmail.com,1929-09-10,尼日,硬體測試工程師,00-4894555,1981-04-12
P791633062,guiying92,禹俊傑,F,43896 新竹縣雙連路87號之0,fangchao@hotmail.com,1965-08-19,奧地利,美髮類助理,0935047477,2003-08-24
X845957993,jing15,王慧君,M,421 新營縣新埔街7號之8,yongliao@hotmail.com,1907-06-03,阿路巴,市場調查／市場分析,0913303392,1994-08-26
S381853488,shaotao,劉郁雯,F,598 光復成功巷929號之9,xiuying64@yahoo.com,2015-10-25,宏都拉斯,人力資源助理,09-32126831,2015-06-17
R443652297,hegang,尹家瑜,F,58049 北竿龍山寺街16號之5,wshen@yahoo.com,2002-06-09,蒲隆地,國貿人員,09-68861942,2015-08-27
S862350600,maogang,饒淑娟,F,393 台中市新生街390號之8,wei79@yahoo.com,1916-06-07,剛果,專案業務主管,0907-022614,2009-12-09
P474587291,xiuyingguo,楊俊宏,M,884 汐止市學府路843號之5,shixia@hotmail.com,1910-07-10,賴索托,語文補習班老師,07-59635215,1991-05-22
M636835137,li04,王彥廷,M,579 竹田龍山寺巷7號之2,zhaoguiying@gmail.com,1916-10-24,斐濟,寵物美容專業人員,(03) 99537960,1978-10-14
I778830448,yangliang,常傑克,M,26240 新營新生街2段96號4樓,huguiying@hotmail.com,1907-11-04,迦納,代書／地政士,01-64776027,1990-07-11
V273345217,yong57,吳佳慧,M,27511 南投永安路949號8樓,li37@hotmail.com,1926-01-02,茅利塔尼亞,安全／衛生檢驗人員,0951-988164,2013-03-23
I918227933,minwang,許佳玲,M,449 古坑市自由路6段41號8樓,xia53@gmail.com,1906-11-28,蘇利南,工廠主管,0919-179939,1974-06-11
F354990439,junhao,趙沖,M,886 褒忠新生路9號4樓,litao@yahoo.com,1931-04-05,紐西蘭,太陽能技術工程師,(02) 70221311,2021-04-24
L167495346,guiyinggu,萬中山,F,917 永康芝山街611號8樓,weigong@gmail.com,1917-12-23,剛果,光學工程師,019 45556684,1985-09-22
T116519766,yangjuan,馬思穎,F,58139 橫山萬隆路190號8樓,na79@gmail.com,1917-10-23,阿根廷,行銷企劃主管,06 9035655,1981-12-26
Y269130088,jing47,楊龍,M,551 臺東莒光路2號7樓,guiying21@yahoo.com,1958-02-20,依朗,電腦補習班老師,05-3422465,1995-02-09
W365152864,pingcao,鄧惠雯,M,54588 北港縣天母路390號4樓,jun35@gmail.com,1948-05-27,保加利亞,車床人員,0922935077,1980-07-24
C705608919,fang89,胡婷婷,M,637 橫山市民權街310號之5,qiangzhong@hotmail.com,1929-08-11,多明尼加,多媒體開發主管,06-6592919,1982-01-25
K648408786,yxiong,謝冠廷,M,90189 朴子太平街3段483號之4,chaoxu@gmail.com,2020-06-28,挪威,FAE工程師,(05) 48544130,1995-10-27
K407629978,plong,何俊宏,F,91998 中和中和巷3號6樓,yang59@yahoo.com,2017-08-29,斯洛維尼亞,飛機裝修工,097 62719402,2003-02-18
N993249712,gang08,孟美玲,F,896 嘉義新生巷8號之4,zhongxiulan@hotmail.com,1989-09-29,愛沙尼亞,製鞋類人員,00 7898436,2001-01-22
D852628630,qmeng,曹惠雯,M,33204 八德劍潭路5號5樓,fumin@yahoo.com,1984-12-20,安哥拉,水產養殖工作者,06-8900963,2019-09-08
R658966213,guiyingbai,楊羽,M,57151 新營縣中興巷9段5號之7,weijing@gmail.com,1926-05-04,羅馬尼亞,行政主管,0946204810,2015-05-18
H831959609,wenmin,陳惠婷,F,238 太平淡水路89號之6,jing37@hotmail.com,1923-04-18,烏克蘭,廠務,036 49830794,1999-05-11
Q124856633,tao41,劉冠霖,F,463 卑南市平和巷1號之9,yangna@yahoo.com,1935-05-24,開曼群島,MES工程師,(01) 73670418,2011-11-23
O574869139,yanfeng,李怡如,F,125 梅山縣育英街939號5樓,min40@gmail.com,1975-08-01,緬甸,織品設計,08 9963583,1997-12-21
W357520744,dengxia,唐怡君,M,32930 金門縣天母路2段464號之2,gangfeng@yahoo.com,2000-03-20,菲律賓,專案業務主管,06-6777109,1995-10-06
I302353636,tao72,張欣怡,M,30556 北竿市新生街5號之2,sujie@yahoo.com,1963-04-29,伊拉克,消防專業人員,07 9866087,2003-11-03
K087435828,tao40,朱傑克,M,74849 草屯大同街2號之8,songjing@yahoo.com,1948-03-05,哥斯大黎加,美甲彩繪師,(03) 78016540,1996-05-31
T848187915,shenwei,楊懿,F,993 北竿光華街14號6樓,lei58@yahoo.com,1933-06-09,印尼,業務支援工程師,06 8845120,2002-06-20
J885866688,xlu,錢建宏,F,99529 中壢市林森街24號9樓,zhoujie@yahoo.com,2006-11-21,韓國,餐廚助手,0929-679882,1999-12-30
K931557591,liyu,郭靜宜,M,405 永康奇岩街499號之5,yangcheng@yahoo.com,1931-09-03,希臘,類比IC設計工程師,08-25501686,1984-07-29
D361689034,yanmo,郝雅雯,M,718 朴子大智路379號1樓,dinglei@gmail.com,1973-08-23,柬埔寨,美髮工作者,016 37444699,1999-12-20
S837590409,naliu,吳雅芳,M,235 蘆竹市府中路89號8樓,sgu@gmail.com,1994-07-01,亞塞拜然,水電工程繪圖人員,060 76870273,1995-12-11
